Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
0.00,0.00,0.00,0.00,0.00252
0.00,0.00700,0.00,0.0467,0.00995
0.00,0.0222,0.00,0.148,0.0174
0.00,0.0380,0.00,0.253,0.0248
0.00,0.0529,0.00,0.353,0.0323
0.00,0.0675,0.00,0.450,0.0397
0.00,0.0821,0.00,0.547,0.0471
0.00,0.0970,0.00,0.647,0.0546
0.00,0.112,0.00,0.747,0.0620
0.00,0.127,0.00,0.846,0.0694
0.00,0.142,0.00,0.947,0.0769
0.00,0.157,0.00,1.05,0.0843
0.00,0.172,0.00,1.14,0.0917
0.0404,0.186,0.00693,1.24,0.0992
0.00,0.201,0.00,1.34,0.107
0.167,0.216,0.0286,1.44,0.114
0.00,0.231,0.00,1.54,0.121
0.141,0.246,0.0242,1.64,0.129
0.167,0.261,0.0286,1.74,0.136
0.167,0.276,0.0286,1.84,0.144
0.00,0.290,0.00,1.94,0.151
0.00,0.305,0.00,2.03,0.159
0.00,0.320,0.00,2.13,0.166
0.167,0.335,0.0286,2.23,0.174
0.00,0.350,0.00,2.33,0.181
0.167,0.365,0.0286,2.43,0.188
0.167,0.380,0.0286,2.53,0.196
0.167,0.395,0.0286,2.63,0.203
0.167,0.409,0.0286,2.73,0.211
0.167,0.424,0.0286,2.83,0.218
0.167,0.439,0.0286,2.93,0.226
0.167,0.454,0.0286,3.03,0.233
0.167,0.469,0.0286,3.13,0.240
0.167,0.484,0.0286,3.23,0.248
0.167,0.499,0.0286,3.33,0.255
0.167,0.513,0.0286,3.42,0.263
0.167,0.528,0.0286,3.52,0.270
0.167,0.544,0.0286,3.62,0.278
0.167,0.558,0.0286,3.72,0.285
0.167,0.573,0.0286,3.82,0.292
0.167,0.588,0.0286,3.92,0.300
0.167,0.603,0.0286,4.02,0.307
0.167,0.618,0.0286,4.12,0.315
0.167,0.632,0.0286,4.21,0.322
0.167,0.648,0.0286,4.32,0.330
0.167,0.662,0.0286,4.42,0.337
0.167,0.677,0.0286,4.52,0.345
0.167,0.692,0.0286,4.61,0.352
0.167,0.707,0.0286,4.71,0.359
0.167,0.722,0.0286,4.81,0.367
0.167,0.736,0.0286,4.91,0.374
0.167,0.752,0.0286,5.01,0.382
0.167,0.767,0.0286,5.11,0.389
0.333,0.781,0.0573,5.21,0.397
0.167,0.796,0.0286,5.31,0.404
0.167,0.811,0.0286,5.41,0.411
0.333,0.826,0.0573,5.51,0.419
0.270,0.841,0.0464,5.60,0.426
0.333,0.855,0.0573,5.70,0.434
0.333,0.871,0.0573,5.81,0.441
0.333,0.886,0.0573,5.91,0.449
0.333,0.900,0.0573,6.00,0.456
0.167,0.915,0.0286,6.10,0.463
0.167,0.930,0.0286,6.20,0.471
0.167,0.945,0.0286,6.30,0.478
0.333,0.959,0.0573,6.40,0.486
0.333,0.975,0.0573,6.50,0.493
0.333,0.989,0.0573,6.59,0.501
0.333,1.00,0.0573,6.69,0.508
0.333,1.02,0.0573,6.79,0.516
0.333,1.03,0.0573,6.89,0.523
0.333,1.05,0.0573,6.99,0.530
0.167,1.06,0.0286,7.09,0.538
0.333,1.08,0.0573,7.19,0.545
0.333,1.09,0.0573,7.29,0.553
0.333,1.11,0.0573,7.39,0.560
0.333,1.12,0.0573,7.49,0.568
0.333,1.14,0.0573,7.59,0.575
0.333,1.15,0.0573,7.69,0.582
0.333,1.17,0.0573,7.79,0.590
0.333,1.18,0.0573,7.89,0.597
0.333,1.20,0.0573,7.98,0.605
0.333,1.21,0.0573,8.08,0.612
0.333,1.23,0.0573,8.18,0.620
0.333,1.24,0.0573,8.28,0.627
0.333,1.26,0.0573,8.38,0.634
0.333,1.27,0.0573,8.48,0.642
0.333,1.29,0.0573,8.58,0.649
0.333,1.30,0.0573,8.68,0.657
0.333,1.32,0.0573,8.78,0.664
0.333,1.33,0.0573,8.88,0.672
0.333,1.35,0.0573,8.97,0.679
0.333,1.36,0.0573,9.07,0.687
0.333,1.38,0.0573,9.17,0.694
0.333,1.39,0.0573,9.27,0.701
0.333,1.41,0.0573,9.37,0.709
0.333,1.42,0.0573,9.47,0.716
0.333,1.44,0.0573,9.57,0.724
0.333,1.45,0.0573,9.67,0.731
0.333,1.47,0.0573,9.77,0.739
0.333,1.48,0.0573,9.87,0.746
0.333,1.50,0.0573,9.97,0.753
0.333,1.51,0.0573,10.1,0.761
0.333,1.53,0.0573,10.2,0.768
0.500,1.54,0.0859,10.3,0.776
0.333,1.55,0.0573,10.4,0.783
0.333,1.57,0.0573,10.5,0.791
0.333,1.58,0.0573,10.6,0.798
0.333,1.60,0.0573,10.7,0.805
0.403,1.61,0.0692,10.8,0.813
0.333,1.63,0.0573,10.9,0.820
0.500,1.64,0.0859,11.0,0.828
0.396,1.66,0.0680,11.1,0.835
0.333,1.67,0.0573,11.2,0.843
0.333,1.69,0.0573,11.3,0.850
0.333,1.70,0.0573,11.4,0.858
0.333,1.72,0.0573,11.5,0.865
0.500,1.73,0.0859,11.6,0.872
0.333,1.75,0.0573,11.7,0.880
0.500,1.76,0.0859,11.8,0.887
0.333,1.78,0.0573,11.8,0.895
0.500,1.79,0.0859,12.0,0.902
0.500,1.81,0.0859,12.0,0.910
0.333,1.82,0.0573,12.1,0.917
0.500,1.84,0.0859,12.2,0.924
0.500,1.85,0.0859,12.3,0.932
0.500,1.87,0.0859,12.4,0.939
0.500,1.88,0.0859,12.5,0.947
0.500,1.90,0.0859,12.6,0.954
0.333,1.91,0.0573,12.7,0.962
0.500,1.93,0.0859,12.8,0.969
0.500,1.94,0.0859,12.9,0.976
0.500,1.96,0.0859,13.0,0.984
0.500,1.97,0.0859,13.1,0.991
0.500,1.99,0.0859,13.2,0.999
0.500,2.00,0.0859,13.3,1.01
0.500,2.02,0.0859,13.4,1.01
0.500,2.03,0.0859,13.5,1.02
0.500,2.05,0.0859,13.6,1.03
0.500,2.06,0.0859,13.7,1.04
0.500,2.08,0.0859,13.8,1.04
0.500,2.09,0.0859,13.9,1.05
0.500,2.11,0.0859,14.0,1.06
0.500,2.12,0.0859,14.1,1.07
0.500,2.13,0.0859,14.2,1.07
0.500,2.15,0.0859,14.3,1.08
0.500,2.16,0.0859,14.4,1.09
0.500,2.18,0.0859,14.5,1.10
0.500,2.19,0.0859,14.6,1.10
0.500,2.21,0.0859,14.7,1.11
0.500,2.22,0.0859,14.8,1.12
0.500,2.24,0.0859,14.9,1.13
0.500,2.25,0.0859,15.0,1.13
0.500,2.27,0.0859,15.1,1.14
0.500,2.28,0.0859,15.2,1.15
0.500,2.30,0.0859,15.3,1.15
0.500,2.31,0.0859,15.4,1.16
0.500,2.33,0.0859,15.5,1.17
0.500,2.34,0.0859,15.6,1.18
0.601,2.36,0.103,15.7,1.18
0.664,2.37,0.114,15.8,1.19
0.500,2.39,0.0859,15.9,1.20
0.529,2.40,0.0909,16.0,1.21
0.500,2.42,0.0859,16.1,1.21
0.500,2.43,0.0859,16.2,1.22
0.661,2.45,0.114,16.3,1.23
0.500,2.46,0.0859,16.4,1.24
0.500,2.48,0.0859,16.5,1.24
0.541,2.49,0.0930,16.6,1.25
0.667,2.51,0.115,16.7,1.26
0.500,2.52,0.0859,16.8,1.27
0.500,2.54,0.0859,16.9,1.27
0.667,2.55,0.115,17.0,1.28
0.667,2.57,0.115,17.1,1.29
0.667,2.58,0.115,17.2,1.30
0.500,2.60,0.0859,17.3,1.30
0.667,2.61,0.115,17.4,1.31
0.667,2.63,0.115,17.5,1.32
0.667,2.64,0.115,17.6,1.33
0.667,2.66,0.115,17.7,1.33
0.651,2.67,0.112,17.8,1.34
0.667,2.68,0.115,17.9,1.35
0.667,2.70,0.115,18.0,1.36
0.667,2.71,0.115,18.1,1.36
0.667,2.73,0.115,18.2,1.37
0.667,2.74,0.115,18.3,1.38
0.500,2.76,0.0859,18.4,1.39
0.667,2.77,0.115,18.5,1.39
0.667,2.79,0.115,18.6,1.40
0.667,2.80,0.115,18.7,1.41
0.667,2.82,0.115,18.8,1.42
0.667,2.83,0.115,18.9,1.42
0.667,2.85,0.115,19.0,1.43
0.667,2.86,0.115,19.1,1.44
0.667,2.88,0.115,19.2,1.44
0.667,2.89,0.115,19.3,1.45
0.667,2.91,0.115,19.4,1.46
0.667,2.92,0.115,19.5,1.47
0.667,2.94,0.115,19.6,1.47
0.667,2.95,0.115,19.7,1.48
0.667,2.97,0.115,19.8,1.49
0.667,2.98,0.115,19.9,1.50
0.667,3.00,0.115,20.0,1.50
0.667,3.01,0.115,20.1,1.51
0.667,3.03,0.115,20.2,1.52
0.667,3.04,0.115,20.3,1.53
0.667,3.06,0.115,20.4,1.53
0.667,3.07,0.115,20.5,1.54
0.667,3.09,0.115,20.6,1.55
0.833,3.10,0.143,20.7,1.56
0.667,3.12,0.115,20.8,1.56
0.833,3.13,0.143,20.9,1.57
0.833,3.15,0.143,21.0,1.58
0.833,3.16,0.143,21.1,1.59
0.667,3.18,0.115,21.2,1.59
0.667,3.19,0.115,21.3,1.60
0.667,3.21,0.115,21.4,1.61
0.667,3.22,0.115,21.5,1.62
0.667,3.23,0.115,21.6,1.62
0.667,3.25,0.115,21.7,1.63
0.667,3.26,0.115,21.8,1.64
0.725,3.28,0.125,21.9,1.65
0.833,3.29,0.143,22.0,1.65
0.667,3.31,0.115,22.1,1.66
0.667,3.32,0.115,22.2,1.67
0.667,3.34,0.115,22.3,1.68
0.833,3.35,0.143,22.4,1.68
0.833,3.37,0.143,22.5,1.69
0.833,3.38,0.143,22.6,1.70
0.833,3.40,0.143,22.7,1.71
0.833,3.41,0.143,22.8,1.71
0.833,3.43,0.143,22.9,1.72
0.833,3.44,0.143,23.0,1.73
0.833,3.46,0.143,23.1,1.73
0.683,3.47,0.117,23.1,1.74
0.833,3.49,0.143,23.3,1.75
0.785,3.50,0.135,23.3,1.76
0.833,3.52,0.143,23.4,1.76
0.833,3.53,0.143,23.5,1.77
0.833,3.55,0.143,23.6,1.78
0.721,3.56,0.124,23.7,1.79
0.833,3.58,0.143,23.8,1.79
0.833,3.59,0.143,23.9,1.80
0.833,3.61,0.143,24.0,1.81
0.833,3.62,0.143,24.1,1.82
0.833,3.64,0.143,24.2,1.82
0.833,3.65,0.143,24.3,1.83
0.833,3.67,0.143,24.4,1.84
0.833,3.68,0.143,24.5,1.85
0.833,3.70,0.143,24.6,1.85
0.833,3.71,0.143,24.7,1.86
0.833,3.73,0.143,24.8,1.87
0.833,3.74,0.143,24.9,1.88
0.833,3.76,0.143,25.0,1.88
0.833,3.77,0.143,25.1,1.89
0.833,3.79,0.143,25.2,1.90
0.833,3.80,0.143,25.3,1.91
0.833,3.81,0.143,25.4,1.91
0.833,3.83,0.143,25.5,1.92
0.833,3.84,0.143,25.6,1.93
0.833,3.86,0.143,25.7,1.94
0.833,3.87,0.143,25.8,1.94
0.833,3.89,0.143,25.9,1.95
0.833,3.90,0.143,26.0,1.96
0.833,3.92,0.143,26.1,1.97
0.833,3.93,0.143,26.2,1.97
0.833,3.95,0.143,26.3,1.98
0.833,3.96,0.143,26.4,1.99
0.833,3.98,0.143,26.5,2.00
0.833,3.99,0.143,26.6,2.00
0.833,4.01,0.143,26.7,2.01
0.833,4.02,0.143,26.8,2.02
0.833,4.04,0.143,26.9,2.02
1.00,4.05,0.172,27.0,2.03
1.00,4.07,0.172,27.1,2.04
1.00,4.08,0.172,27.2,2.05
0.833,4.10,0.143,27.3,2.05
1.00,4.11,0.172,27.4,2.06
1.00,4.13,0.172,27.5,2.07
0.833,4.14,0.143,27.6,2.08
1.00,4.16,0.172,27.7,2.08
1.00,4.17,0.172,27.8,2.09
0.952,4.19,0.164,27.9,2.10
0.833,4.20,0.143,28.0,2.11
0.983,4.22,0.169,28.1,2.11
1.00,4.23,0.172,28.2,2.12
1.00,4.25,0.172,28.3,2.13
1.00,4.26,0.172,28.4,2.14
1.00,4.28,0.172,28.5,2.14
0.980,4.29,0.168,28.6,2.15
0.833,4.31,0.143,28.7,2.16
0.833,4.32,0.143,28.8,2.17
1.00,4.34,0.172,28.9,2.17
1.00,4.35,0.172,29.0,2.18
1.00,4.36,0.172,29.1,2.19
1.00,4.38,0.172,29.2,2.20
1.00,4.39,0.172,29.3,2.20
1.00,4.41,0.172,29.4,2.21
1.00,4.42,0.172,29.5,2.22
1.00,4.44,0.172,29.6,2.23
1.00,4.45,0.172,29.7,2.23
1.00,4.47,0.172,29.8,2.24
1.00,4.48,0.172,29.9,2.25
1.00,4.50,0.172,30.0,2.26
1.00,4.51,0.172,30.1,2.26
1.00,4.53,0.172,30.2,2.27
1.00,4.54,0.172,30.3,2.28
1.00,4.56,0.172,30.4,2.29
1.00,4.57,0.172,30.5,2.29
1.00,4.59,0.172,30.6,2.30
1.00,4.60,0.172,30.7,2.31
1.00,4.62,0.172,30.8,2.31
1.00,4.63,0.172,30.9,2.32
1.00,4.65,0.172,31.0,2.33
1.00,4.66,0.172,31.1,2.34
1.00,4.68,0.172,31.2,2.34
1.00,4.69,0.172,31.3,2.35
1.00,4.71,0.172,31.4,2.36
1.00,4.72,0.172,31.5,2.37
1.00,4.74,0.172,31.6,2.37
1.00,4.75,0.172,31.7,2.38
1.00,4.77,0.172,31.8,2.39
1.00,4.78,0.172,31.9,2.40
1.00,4.80,0.172,32.0,2.40
1.00,4.81,0.172,32.1,2.41
1.17,4.83,0.200,32.2,2.42
1.00,4.84,0.172,32.3,2.43
1.08,4.86,0.185,32.4,2.43
1.00,4.87,0.172,32.5,2.44
1.00,4.89,0.172,32.6,2.45
1.05,4.90,0.181,32.7,2.46
1.00,4.91,0.172,32.8,2.46
1.10,4.93,0.190,32.9,2.47
1.00,4.95,0.172,33.0,2.48
1.17,4.96,0.200,33.1,2.49
1.00,4.97,0.172,33.2,2.49
1.00,4.99,0.172,33.3,2.50
1.17,5.00,0.200,33.4,2.51
1.17,5.02,0.200,33.5,2.52
1.03,5.03,0.177,33.6,2.52
1.17,5.05,0.200,33.7,2.53
1.02,5.06,0.175,33.8,2.54
1.17,5.08,0.200,33.9,2.55
1.17,5.09,0.200,34.0,2.55
1.17,5.11,0.200,34.1,2.56
1.12,5.12,0.193,34.2,2.57
1.00,5.14,0.172,34.3,2.57
1.17,5.15,0.200,34.4,2.58
1.16,5.17,0.199,34.5,2.59
1.17,5.18,0.200,34.6,2.60
1.17,5.20,0.200,34.6,2.60
1.17,5.21,0.200,34.8,2.61
1.17,5.23,0.200,34.8,2.62
1.17,5.24,0.200,34.9,2.63
1.17,5.26,0.200,35.0,2.63
1.17,5.27,0.200,35.1,2.64
1.17,5.29,0.200,35.2,2.65
1.17,5.30,0.200,35.3,2.66
1.17,5.32,0.200,35.4,2.66
1.17,5.33,0.200,35.5,2.67
1.17,5.35,0.200,35.6,2.68
1.17,5.36,0.200,35.7,2.69
1.17,5.38,0.200,35.8,2.69
1.17,5.39,0.200,35.9,2.70
1.17,5.41,0.200,36.0,2.71
1.17,5.42,0.200,36.1,2.72
1.17,5.44,0.200,36.2,2.72
1.17,5.45,0.200,36.3,2.73
1.17,5.47,0.200,36.4,2.74
1.17,5.48,0.200,36.5,2.75
1.17,5.50,0.200,36.6,2.75
1.17,5.51,0.200,36.7,2.76
1.17,5.52,0.200,36.8,2.77
1.17,5.54,0.200,36.9,2.78
1.17,5.55,0.200,37.0,2.78
1.17,5.57,0.200,37.1,2.79
1.17,5.58,0.200,37.2,2.80
1.17,5.60,0.200,37.3,2.81
1.17,5.61,0.200,37.4,2.81
1.17,5.63,0.200,37.5,2.82
1.17,5.64,0.200,37.6,2.83
1.17,5.66,0.200,37.7,2.84
1.17,5.67,0.200,37.8,2.84
1.17,5.69,0.200,37.9,2.85
1.17,5.70,0.200,38.0,2.86
1.17,5.72,0.200,38.1,2.86
1.22,5.73,0.209,38.2,2.87
1.33,5.75,0.229,38.3,2.88
1.17,5.76,0.200,38.4,2.89
1.17,5.78,0.200,38.5,2.89
1.18,5.79,0.203,38.6,2.90
1.17,5.81,0.200,38.7,2.91
1.17,5.82,0.200,38.8,2.92
1.33,5.84,0.229,38.9,2.92
1.33,5.85,0.229,39.0,2.93
1.33,5.87,0.229,39.1,2.94
1.17,5.88,0.200,39.2,2.95
1.33,5.90,0.229,39.3,2.95
1.33,5.91,0.229,39.4,2.96
1.17,5.93,0.200,39.5,2.97
1.33,5.94,0.229,39.6,2.98
1.33,5.96,0.229,39.7,2.98
1.33,5.97,0.229,39.8,2.99
1.33,5.99,0.229,39.9,3.00
1.17,6.00,0.200,40.0,3.01
1.33,6.02,0.229,40.1,3.01
1.33,6.03,0.229,40.2,3.02
1.33,6.05,0.229,40.3,3.03
1.33,6.06,0.229,40.4,3.04
1.33,6.08,0.229,40.5,3.04
1.17,6.09,0.200,40.6,3.05
1.17,6.10,0.200,40.7,3.06
1.33,6.12,0.229,40.8,3.07
1.33,6.13,0.229,40.9,3.07
1.33,6.15,0.229,41.0,3.08
1.33,6.16,0.229,41.1,3.09
1.33,6.18,0.229,41.2,3.10
1.33,6.19,0.229,41.3,3.10
1.33,6.21,0.229,41.4,3.11
1.33,6.22,0.229,41.5,3.12
1.33,6.24,0.229,41.6,3.13
1.33,6.25,0.229,41.7,3.13
1.33,6.27,0.229,41.8,3.14
1.33,6.28,0.229,41.9,3.15
1.33,6.30,0.229,42.0,3.15
1.33,6.31,0.229,42.1,3.16
1.33,6.33,0.229,42.2,3.17
1.33,6.34,0.229,42.3,3.18
1.33,6.36,0.229,42.4,3.18
1.33,6.37,0.229,42.5,3.19
1.33,6.39,0.229,42.6,3.20
1.33,6.40,0.229,42.7,3.21
1.33,6.42,0.229,42.8,3.21
1.33,6.43,0.229,42.9,3.22
1.33,6.45,0.229,43.0,3.23
1.33,6.46,0.229,43.1,3.24
1.33,6.48,0.229,43.2,3.24
1.33,6.49,0.229,43.3,3.25
1.33,6.51,0.229,43.4,3.26
1.38,6.52,0.238,43.5,3.27
1.33,6.54,0.229,43.6,3.27
1.33,6.55,0.229,43.7,3.28
1.33,6.57,0.229,43.8,3.29
1.33,6.58,0.229,43.9,3.30
1.41,6.60,0.242,44.0,3.30
1.33,6.61,0.229,44.1,3.31
1.50,6.63,0.258,44.2,3.32
1.50,6.64,0.258,44.3,3.33
1.44,6.65,0.248,44.4,3.33
1.50,6.67,0.258,44.5,3.34
1.33,6.68,0.229,44.6,3.35
1.33,6.70,0.229,44.7,3.36
1.34,6.71,0.230,44.8,3.36
1.33,6.73,0.229,44.9,3.37
1.50,6.74,0.258,45.0,3.38
1.33,6.76,0.229,45.1,3.39
1.50,6.77,0.258,45.2,3.39
1.50,6.79,0.258,45.3,3.40
1.44,6.80,0.247,45.4,3.41
1.33,6.82,0.229,45.5,3.42
1.50,6.83,0.258,45.6,3.42
1.33,6.85,0.229,45.7,3.43
1.50,6.86,0.258,45.8,3.44
1.40,6.88,0.240,45.9,3.44
1.33,6.89,0.229,46.0,3.45
1.37,6.91,0.235,46.0,3.46
1.50,6.92,0.258,46.1,3.47
1.50,6.94,0.258,46.2,3.47
1.50,6.95,0.258,46.3,3.48
1.50,6.97,0.258,46.4,3.49
1.50,6.98,0.258,46.5,3.50
1.50,7.00,0.258,46.6,3.50
1.34,7.01,0.230,46.7,3.51
1.50,7.03,0.258,46.8,3.52
1.50,7.04,0.258,46.9,3.53
1.50,7.06,0.258,47.0,3.53
1.50,7.07,0.258,47.1,3.54
1.50,7.09,0.258,47.2,3.55
1.50,7.10,0.258,47.3,3.56
1.50,7.12,0.258,47.4,3.56
1.50,7.13,0.258,47.5,3.57
1.50,7.15,0.258,47.6,3.58
1.50,7.16,0.258,47.7,3.59
1.50,7.18,0.258,47.8,3.59
1.50,7.19,0.258,47.9,3.60
1.50,7.21,0.258,48.0,3.61
1.50,7.22,0.258,48.1,3.62
1.50,7.23,0.258,48.2,3.62
1.50,7.25,0.258,48.3,3.63
1.50,7.26,0.258,48.4,3.64
1.50,7.28,0.258,48.5,3.65
1.50,7.29,0.258,48.6,3.65
1.50,7.31,0.258,48.7,3.66
1.50,7.32,0.258,48.8,3.67
1.50,7.34,0.258,48.9,3.68
1.50,7.35,0.258,49.0,3.68
1.50,7.37,0.258,49.1,3.69
1.50,7.38,0.258,49.2,3.70
1.50,7.40,0.258,49.3,3.71
1.50,7.41,0.258,49.4,3.71
1.50,7.43,0.258,49.5,3.72
1.50,7.44,0.258,49.6,3.73
1.50,7.46,0.258,49.7,3.73
1.50,7.47,0.258,49.8,3.74
1.50,7.49,0.258,49.9,3.75
1.50,7.50,0.258,50.0,3.76
1.50,7.52,0.258,50.1,3.76
1.50,7.53,0.258,50.2,3.77
1.50,7.55,0.258,50.3,3.78
1.50,7.56,0.258,50.4,3.79
1.50,7.58,0.258,50.5,3.79
1.50,7.59,0.258,50.6,3.80
1.50,7.61,0.258,50.7,3.81
1.50,7.62,0.258,50.8,3.82
1.50,7.64,0.258,50.9,3.82
1.50,7.65,0.258,51.0,3.83
1.50,7.67,0.258,51.1,3.84
1.50,7.68,0.258,51.2,3.85
1.50,7.70,0.258,51.3,3.85
1.50,7.71,0.258,51.4,3.86
1.50,7.73,0.258,51.5,3.87
1.50,7.74,0.258,51.6,3.88
1.50,7.76,0.258,51.7,3.88
1.50,7.77,0.258,51.8,3.89
1.50,7.79,0.258,51.9,3.90
1.50,7.80,0.258,52.0,3.91
1.50,7.81,0.258,52.1,3.91
1.50,7.83,0.258,52.2,3.92
1.50,7.84,0.258,52.3,3.93
1.50,7.86,0.258,52.4,3.94
1.50,7.87,0.258,52.5,3.94
1.50,7.89,0.258,52.6,3.95
1.50,7.90,0.258,52.7,3.96
1.50,7.92,0.258,52.8,3.97
1.50,7.93,0.258,52.9,3.97
1.50,7.95,0.258,53.0,3.98
1.50,7.96,0.258,53.1,3.99
1.50,7.98,0.258,53.2,4.00
1.50,7.99,0.258,53.3,4.00
1.50,8.01,0.258,53.4,4.01
1.50,8.02,0.258,53.5,4.02
1.50,8.04,0.258,53.6,4.02
1.50,8.05,0.258,53.7,4.03
1.50,8.07,0.258,53.8,4.04
1.50,8.08,0.258,53.9,4.05
1.50,8.10,0.258,54.0,4.05
1.50,8.11,0.258,54.1,4.06
1.50,8.13,0.258,54.2,4.07
1.50,8.14,0.258,54.3,4.08
1.50,8.16,0.258,54.4,4.08
1.50,8.17,0.258,54.5,4.09
1.50,8.19,0.258,54.6,4.10
1.50,8.20,0.258,54.7,4.11
1.50,8.22,0.258,54.8,4.11
1.50,8.23,0.258,54.9,4.12
1.50,8.25,0.258,55.0,4.13
1.50,8.26,0.258,55.1,4.14
1.50,8.28,0.258,55.2,4.14
1.50,8.29,0.258,55.3,4.15
1.50,8.31,0.258,55.4,4.16
1.50,8.32,0.258,55.5,4.17
1.50,8.34,0.258,55.6,4.17
1.50,8.35,0.258,55.7,4.18
1.53,8.37,0.264,55.8,4.19
1.67,8.38,0.286,55.9,4.20
1.50,8.40,0.258,56.0,4.20
1.50,8.41,0.258,56.1,4.21
1.60,8.42,0.274,56.2,4.22
1.50,8.44,0.258,56.3,4.23
1.50,8.45,0.258,56.4,4.23
1.50,8.47,0.258,56.5,4.24
1.67,8.48,0.286,56.6,4.25
1.50,8.50,0.258,56.7,4.26
1.50,8.51,0.258,56.8,4.26
1.50,8.53,0.258,56.9,4.27
1.67,8.54,0.286,57.0,4.28
1.67,8.56,0.286,57.1,4.29
1.67,8.57,0.286,57.2,4.29
1.50,8.59,0.258,57.3,4.30
1.50,8.60,0.258,57.3,4.31
1.67,8.62,0.286,57.5,4.31
1.65,8.63,0.284,57.6,4.32
1.67,8.65,0.286,57.7,4.33
1.67,8.66,0.286,57.7,4.34
1.67,8.68,0.286,57.8,4.34
1.67,8.69,0.286,57.9,4.35
1.67,8.71,0.286,58.0,4.36
1.67,8.72,0.286,58.1,4.37
1.67,8.74,0.286,58.2,4.37
1.67,8.75,0.286,58.3,4.38
1.50,8.77,0.258,58.4,4.39
1.67,8.78,0.286,58.5,4.40
1.67,8.80,0.286,58.6,4.40
1.67,8.81,0.286,58.7,4.41
1.67,8.83,0.286,58.8,4.42
1.67,8.84,0.286,58.9,4.43
1.67,8.86,0.286,59.0,4.43
1.67,8.87,0.286,59.1,4.44
1.67,8.89,0.286,59.2,4.45
1.67,8.90,0.286,59.3,4.46
1.67,8.91,0.286,59.4,4.46
1.67,8.93,0.286,59.5,4.47
1.67,8.94,0.286,59.6,4.48
1.67,8.96,0.286,59.7,4.49
1.67,8.97,0.286,59.8,4.49
1.67,8.99,0.286,59.9,4.50
1.67,9.00,0.286,60.0,4.51
1.67,9.02,0.286,60.1,4.52
1.67,9.03,0.286,60.2,4.52
1.67,9.05,0.286,60.3,4.53
1.67,9.06,0.286,60.4,4.54
1.67,9.08,0.286,60.5,4.55
1.67,9.09,0.286,60.6,4.55
1.67,9.11,0.286,60.7,4.56
1.67,9.12,0.286,60.8,4.57
1.67,9.14,0.286,60.9,4.57
1.67,9.15,0.286,61.0,4.58
1.67,9.17,0.286,61.1,4.59
1.67,9.18,0.286,61.2,4.60
1.67,9.20,0.286,61.3,4.60
1.67,9.21,0.286,61.4,4.61
1.67,9.23,0.286,61.5,4.62
1.67,9.24,0.286,61.6,4.63
1.67,9.26,0.286,61.7,4.63
1.67,9.27,0.286,61.8,4.64
1.67,9.29,0.286,61.9,4.65
1.67,9.30,0.286,62.0,4.66
1.67,9.32,0.286,62.1,4.66
1.67,9.33,0.286,62.2,4.67
1.67,9.35,0.286,62.3,4.68
1.67,9.36,0.286,62.4,4.69
1.67,9.38,0.286,62.5,4.69
1.67,9.39,0.286,62.6,4.70
1.67,9.41,0.286,62.7,4.71
1.67,9.42,0.286,62.8,4.72
1.67,9.44,0.286,62.9,4.72
1.67,9.45,0.286,63.0,4.73
1.83,9.47,0.315,63.1,4.74
1.67,9.48,0.286,63.2,4.75
1.83,9.50,0.315,63.3,4.75
1.67,9.51,0.286,63.4,4.76
1.78,9.52,0.305,63.5,4.77
1.83,9.54,0.315,63.6,4.78
1.83,9.55,0.315,63.7,4.78
1.83,9.57,0.315,63.8,4.79
1.67,9.58,0.286,63.9,4.80
1.78,9.60,0.305,64.0,4.81
1.83,9.61,0.315,64.1,4.81
1.83,9.63,0.315,64.2,4.82
1.83,9.64,0.315,64.3,4.83
1.83,9.66,0.315,64.4,4.84
1.83,9.67,0.315,64.5,4.84
1.83,9.69,0.315,64.6,4.85
1.83,9.70,0.315,64.7,4.86
1.83,9.72,0.315,64.8,4.86
1.83,9.73,0.315,64.9,4.87
1.83,9.75,0.315,65.0,4.88
1.83,9.76,0.315,65.1,4.89
1.83,9.78,0.315,65.2,4.89
1.83,9.79,0.315,65.3,4.90
1.83,9.81,0.315,65.4,4.91
1.83,9.82,0.315,65.5,4.92
1.83,9.84,0.315,65.6,4.92
1.83,9.85,0.315,65.7,4.93
1.83,9.87,0.315,65.8,4.94
1.83,9.88,0.315,65.9,4.95
1.83,9.90,0.315,66.0,4.95
1.83,9.91,0.315,66.1,4.96
1.83,9.93,0.315,66.2,4.97
1.83,9.94,0.315,66.3,4.98
1.83,9.96,0.315,66.4,4.98
1.83,9.97,0.315,66.5,4.99
1.83,9.99,0.315,66.6,5.00
1.83,10.0,0.315,66.7,5.01
1.83,10.0,0.315,66.8,5.01
1.83,10.0,0.315,66.9,5.02
1.91,10.0,0.329,67.0,5.03
2.00,10.1,0.344,67.1,5.04
1.83,10.1,0.315,67.2,5.04
1.83,10.1,0.315,67.3,5.05
1.83,10.1,0.315,67.4,5.06
1.83,10.1,0.315,67.5,5.07
1.83,10.1,0.315,67.6,5.07
1.83,10.1,0.315,67.7,5.08
1.83,10.2,0.315,67.8,5.09
1.83,10.2,0.315,67.9,5.10
1.83,10.2,0.315,68.0,5.10
1.83,10.2,0.315,68.1,5.11
1.83,10.2,0.315,68.2,5.12
